Sr No,Image File,Caption
346,img/insta346,when the crew come together for and 
347,img/insta347,After we finish a show and don't mess it up 
348,img/insta348,Behind the scenes of //tour content 
349,img/insta349,Tour rehearsals 
350,img/insta350,ALSO all of my tattoos will be available.. Each and every one of them mean so much to me. --I have 7 tattoos (and counting) 
351,img/insta351,📸 
352,img/insta352,this month -thank you for the rad article Zach 
353,img/insta353,
354,img/insta354,74 🙏🏽❤️ 
355,img/insta355,"THE absolute best in the game. Honestly knowing this man for two years, learning and growing. Thank you 🙏🏽 "
356,img/insta356,I am proud to be apart of what you do to inspire the world. WE are the next generation. By grace through faith. All I know is you can change the world 🎞 
357,img/insta357,coming soon/ / REVIVAL tour '16 
358,img/insta358,Love you 
359,img/insta359,Thank you -YOU guys though. Thank you for voting. You matter most 
360,img/insta360,
361,img/insta361,"Also last thing, getting ready for tour and the kick off is in Vegas. This is what's happening after. Come "
362,img/insta362,sweets 
363,img/insta363,
364,img/insta364,
365,img/insta365,
366,img/insta366,
367,img/insta367,first time I ever lead worship. I got to perform my first worship song I ever wrote. So grateful for His grace and understanding. 
368,img/insta368,"tb to a sweet, small house in TX "
369,img/insta369,We have waited our whole lives for this 😝☺️ 
370,img/insta370,Papa 💙 
371,img/insta371,this -wishing I was with and right now 
372,img/insta372,Words can't describe how much I love this one right here✌🏼 
373,img/insta373,Black and white makes life look sick. Had the best couple of days Paris. I snap chatted way too much while I was here. snap: selenagomez 
374,img/insta374,It's that time again- I love my family 💙 
375,img/insta375,It's fun to look cool sometimes 
376,img/insta376,
377,img/insta377,We made it Paris 
378,img/insta378,Prepping for 
379,img/insta379,Thank you for the purty pic AND for always taking care of me! Love you so -I legit ripped my dress right after this shot. I blame in n out. 
380,img/insta380,Family 
381,img/insta381,📸 for today 
382,img/insta382,this is what was shining most -so proud of you Tay 🔥 
383,img/insta383,last night was fun 
384,img/insta384,A little tb and a happy birthday to one of the kindest people I know AND someone who has inspired me for years! 
385,img/insta385,throwback -swag 
386,img/insta386,rp -facts 
387,img/insta387,
388,img/insta388,Thank you AND for spending the day with me and eating chilis. 
389,img/insta389,Finally got to see our movie tonight at Sundance!!! So proud to have the closing film -can't wait for you guys to see it soooon 
390,img/insta390,Thank you for a childhood dream come true ... Did you guys see it?! 😳🙈💜 AH 
391,img/insta391,when they play your song at the club 
392,img/insta392,"your embrace is everything to me -hi, just love you guys "
393,img/insta393,Are we in the clear yet? 
394,img/insta394,love them 
395,img/insta395,Happy bday Orly -celebrate kindness and who you are 
396,img/insta396,"So happy and are partnering with -I've been an ambassador since I was 17, met Nicolas last year. SO grateful for the worlds to collide for a great cause. "
397,img/insta397,
398,img/insta398,just discussing 
399,img/insta399,mood for all 60 million of you 🙈 -insane... thank YOU for living life with me. 
400,img/insta400,nothing makes my heart happier -my boys. For life 
401,img/insta401,... home. Literally nothing better than this. Sorry but not sorry LA. 
402,img/insta402,that one time we went to jail 
403,img/insta403,ready for you 
404,img/insta404,Happy birthday to my number one. cousins/sisters/therapists -I love you. 
405,img/insta405,Left my phone behind to be present! I am so grateful for the people I've met this year but more importantly for the people who have been consistent and by my side through thick and thin. That'd be YOU. Thank you for another year! Love you guys! 
406,img/insta406,tb 
407,img/insta407,I promise I have the biggest family. But my pride and joy lives with this one right here. 
408,img/insta408,
409,img/insta409,-tomorrow 
410,img/insta410,
411,img/insta411,MY godson 😍 
412,img/insta412,comin soon hehe 
413,img/insta413,"Thanks and to all my for 3 amazing years. I’ve had the best time guest designing my own clothing line for you. I’ll be following for more exciting things coming up in 2016, make sure you do too! "
414,img/insta414,My baby did me up tonight. 😚 
415,img/insta415,I don't know life without you Taylor. Happy birthday! 
416,img/insta416,Tonight 
417,img/insta417,This means we had good lighting.. Right ladies?? 😂 
418,img/insta418,My babe and I performing tonight for SO grateful to wrap up this year with the best people. Thank you NY!! 
419,img/insta419,Paul came to give me my award for women in music!!! 
420,img/insta420,Philly love -best ever. 
421,img/insta421,What my day looked like 
422,img/insta422,"Wait, on the low though... This was backstage. Why do you think I covered my stomach during the show?? 😂😭 watch on CBS!!! "
423,img/insta423,
424,img/insta424,show is happening! Wish I was with all my angels right now! 
425,img/insta425,
426,img/insta426,The time is almost here fashion show December 8th on CBS!! Hope you guys are having a great day/night 💜 
427,img/insta427,After the show is the after party.. Thank you for my stocking!!! ☺️ 
428,img/insta428,Jingle ball in Oakland!! Man I'm getting pumped for tour.... Thank you 
429,img/insta429,💜 
430,img/insta430,
431,img/insta431,📸 
432,img/insta432,Thank you and ☺️☺️☺️ 
433,img/insta433,💜 
434,img/insta434,-we just show up. Thank you for making us and all beautiful women feel beautiful 
435,img/insta435,Zzz 
436,img/insta436,my heart. 
437,img/insta437,ok no more 🙈 
438,img/insta438,☺️ 
439,img/insta439,"This show was a dream to be on. Thank you so much and all the angels for being SO nice, warm and fun!! -and looking at you guys all day wasn't hard to do at all 😏 Abel killed it as usual and Ellie was shining brighter than ever! Can't wait for you guys to see it on December 8th!! K I'm done. What is life? Love you!!💋 "
440,img/insta440,Thank you for my custom dress tonight. Felt like a true VS angel. 😇💜 also shout out to the dream team and 
441,img/insta441,50 million 🙈🙀💜 - I love you guys. You make me smile. And I love secretly stalking some of your pages. 
442,img/insta442,tonight 
443,img/insta443,
444,img/insta444,t 
445,img/insta445,She's just awesome 
